hpo_id,score
HP:0001250,1.649035488888889
HP:0000613,1.397768511111111
HP:0001251,1.3777055555555555
HP:0000518,1.2832491000000001
HP:0001260,1.2474385444444442
HP:0001288,1.2466639444444443
HP:0002321,1.2333333333333334
HP:0000639,1.2297286444444442
HP:0002014,1.2162366333333334
HP:0010783,1.1906178333333333
HP:0011675,1.1767773333333333
HP:0001324,1.1649153333333333
HP:0002015,1.1599821333333333
HP:0002376,1.1555555555555554
HP:0000365,1.1554833333333334
HP:0000508,1.1407132444444443
HP:0002633,1.1375862333333333
HP:0002315,1.1075327222222222
HP:0012378,1.0905404222222221
HP:0002094,1.0887422222222223
HP:0000572,1.08
HP:0003326,1.0797047222222222
HP:0000505,1.0759835222222223
HP:0000648,1.0555623333333333
HP:0000708,1.0444444444444443
HP:0002205,1.0444444444444443
HP:0001635,1.0410662222222222
HP:0000651,1.039663422222222
HP:0100749,1.0267220222222222
HP:0000006,1.0
HP:0002027,0.947755011111111
HP:0001658,0.946973211111111
HP:0003401,0.9333333333333333
HP:0100543,0.9333333333333333
HP:0009830,0.9333333333333333
HP:0000975,0.9333333333333333
HP:0001872,0.9333333333333333
HP:0000737,0.9306385111111111
HP:0001297,0.9306385111111111
HP:0001289,0.920476311111111
HP:0001645,0.9104345222222222
HP:0002202,0.9043069111111111
HP:0000618,0.889940811111111
HP:0000988,0.8863175999999999
HP:0001347,0.875487711111111
HP:0012735,0.8637462
HP:0001873,0.8600939999999999
HP:0002829,0.8600322
HP:0000822,0.8582000999999999
HP:0001903,0.8541920999999999
HP:0033834,0.8538333
HP:0003418,0.8533986
HP:0001596,0.8488515
HP:0001097,0.846298611111111
HP:0000083,0.8458889999999999
HP:0000421,0.8382693
HP:0000509,0.8373018
HP:0001269,0.836992311111111
HP:0001252,0.8366541666666667
HP:0016266,0.8347182
HP:0100518,0.8346020999999999
HP:0001733,0.8337789
HP:0005558,0.8287224
HP:0001369,0.8244623999999999
HP:0007256,0.8222222222222222
HP:0002076,0.8221499999999999
HP:0002239,0.8181486
HP:0100806,0.8161725
HP:0002716,0.8148621
HP:0002204,0.8100144
HP:0001337,0.8079953555555556
HP:0001061,0.800352
HP:0000206,0.799524
HP:0001644,0.799323411111111
HP:0002354,0.7947953999999999
HP:0001249,0.7925478666666667
HP:0002105,0.7922043
HP:0200042,0.7918683
HP:0100653,0.7908432
HP:0008066,0.7864593
HP:0003765,0.7824006
HP:0003593,0.7777777777777778
HP:0030166,0.7764249
HP:0002326,0.7722498
HP:0001386,0.7688067
HP:0100614,0.7675898999999999
HP:0001701,0.7669674
HP:0002206,0.7669674
HP:0011107,0.765693
HP:0012219,0.7637016
HP:0001287,0.7623171
HP:0001101,0.7554179999999999
HP:0100576,0.7552174111111111
HP:0004936,0.7510017
HP:0000554,0.750057
HP:0004417,0.750057
HP:0001387,0.7470819
HP:0000031,0.7460388
HP:0001744,0.7438682999999999
HP:0100735,0.7427372999999999
HP:0000962,0.7415735999999999
HP:0002808,0.738939111111111
HP:0004420,0.737865
HP:0002754,0.7337787
HP:0012819,0.7337787
HP:0100758,0.7337787
HP:0001336,0.7319804555555556
HP:0500006,0.7308036
HP:0002102,0.7308036
HP:0200020,0.7292289
HP:0002063,0.7218908555555555
HP:0006554,0.7202702999999999
HP:0000099,0.7182111
HP:0200034,0.7182111
HP:0030016,0.7160403
HP:0034438,0.7137456
HP:0002019,0.7113826444444444
HP:0002167,0.711111111111111
HP:0002039,0.711111111111111
HP:0008391,0.711111111111111
HP:0001426,0.711111111111111
HP:0000597,0.711111111111111
HP:0002091,0.711111111111111
HP:0002093,0.711111111111111
HP:0002617,0.7087205999999999
HP:0002037,0.7029756
HP:0002024,0.7029756
HP:0000622,0.7022222222222222
HP:0006824,0.699762
HP:0100796,0.6962688
HP:0000873,0.6924423
HP:0012089,0.6924423
HP:0002133,0.6847844555555556
HP:0001920,0.6834837
HP:0100584,0.6781227
HP:0012332,0.6666666666666666
HP:0100660,0.6569557444444444
HP:0002092,0.6556557
HP:0012733,0.6556557
HP:0012317,0.6441063
HP:0002647,0.6278279999999999
HP:0001298,0.6241969444444444
HP:0007359,0.6201698555555556
HP:0000541,0.617865
HP:0000989,0.6117690333333333
HP:0100832,0.6108036
HP:0012531,0.6084318333333333
HP:0001265,0.6060511444444444
HP:0001263,0.6015013444444444
HP:0002923,0.6
HP:0001945,0.6
HP:0012122,0.6
HP:0001646,0.6
HP:4000041,0.6
HP:0200039,0.6
HP:0000621,0.6
HP:6000502,0.6
HP:0004970,0.6
HP:0100792,0.6
HP:0100686,0.6
HP:0010885,0.6
HP:0002638,0.6
HP:0032554,0.6
HP:0002043,0.6
HP:0002103,0.6
HP:0000790,0.6
HP:0001637,0.6
HP:0000795,0.6
HP:0100773,0.6
HP:0100326,0.6
HP:0100776,0.6
HP:0100545,0.6
HP:0001824,0.6
HP:0001653,0.6
HP:0001597,0.6
HP:0003781,0.6
HP:0002516,0.6
HP:0003565,0.6
HP:0005216,0.6
HP:0001874,0.6
HP:0002113,0.6
HP:0001960,0.6
HP:0001399,0.6
HP:0100654,0.6
HP:0007813,0.6
HP:0005413,0.6
HP:0011227,0.6
HP:0003249,0.6
HP:0005112,0.6
HP:0001654,0.6
HP:0025532,0.6
HP:0001123,0.6
HP:0011658,0.6
HP:0004306,0.6
HP:0040313,0.6
HP:0002017,0.6
HP:6000944,0.6
HP:0000716,0.6
HP:0005244,0.6
HP:0004372,0.6
HP:0100820,0.6
HP:0002910,0.6
HP:0005764,0.6
HP:0003419,0.6
HP:0000010,0.6
HP:0030783,0.6
HP:0000155,0.6
HP:0000488,0.6
HP:0011899,0.6
HP:0001482,0.6
HP:0030164,0.6
HP:0100809,0.6
HP:0008843,0.6
HP:0001659,0.6
HP:0002383,0.6
HP:0012649,0.6
HP:0000405,0.6
HP:0100721,0.6
HP:0002637,0.6
HP:0012121,0.6
HP:0031246,0.6
HP:0001954,0.6
HP:0033123,0.6
HP:0002367,0.6
HP:0033430,0.6
HP:6000945,0.6
HP:0020141,0.6
HP:0000739,0.5910126333333333
HP:0002384,0.5833835555555555
HP:0001662,0.5729601333333333
HP:0002069,0.5555555555555556
HP:0011463,0.5555555555555556
HP:0001290,0.5555555555555556
HP:0100710,0.5555555555555556
HP:0011968,0.5555555555555556
HP:0003577,0.5555555555555556
HP:0001257,0.5442064444444444
HP:0007906,0.5356557
HP:0000980,0.5339574333333333
HP:0000252,0.5326567444444444
HP:0002104,0.5271765333333334
HP:0000961,0.5201769333333333
HP:0002018,0.5101751222222222
HP:0011508,0.507828
HP:0002045,0.5033208333333333
HP:0001300,0.5027346333333333
HP:0001508,0.5001001444444444
HP:0012534,0.4934799333333333
HP:0002373,0.4885507444444444
HP:0002059,0.4885507444444444
HP:0008046,0.48
HP:0030530,0.48
HP:0011506,0.48
HP:0100533,0.48
HP:0000543,0.48
HP:0011505,0.48
HP:0000532,0.48
HP:0011531,0.48
HP:0100014,0.48
HP:0030329,0.48
HP:0030644,0.48
HP:0030609,0.48
HP:0007843,0.48
HP:0000610,0.48
HP:0200056,0.48
HP:0001279,0.4751075222222222
HP:0001962,0.4747367222222222
HP:0001909,0.47370843333333335
HP:0003202,0.47247303333333335
HP:0000717,0.47227244444444444
HP:0000729,0.47227244444444444
HP:0001266,0.4698819333333333
HP:0031284,0.4687214222222222
HP:0002072,0.4641369333333333
HP:0002396,0.4555623333333333
