hpo_id,score
HP:0002072,1.000000
HP:0001266,1.000000
HP:0000640,1.000000
HP:0002059,1.000000
HP:0002376,1.000000
HP:0004305,1.000000
HP:0006813,1.000000
HP:0020221,1.000000
HP:0011153,1.000000
HP:0001265,1.000000
HP:0001250,1.000000
HP:0000717,1.000000
HP:0002104,1.000000
HP:0000508,1.000000
HP:0000252,1.000000
HP:0031936,1.000000
HP:0001263,1.000000
HP:0003577,1.000000
HP:0045084,1.000000
HP:0001315,1.000000
HP:0011169,1.000000
HP:0003680,1.000000
HP:0000722,1.000000
HP:0032906,1.000000
HP:0012002,1.000000
HP:0011171,1.000000
HP:0011463,1.000000
HP:0001276,1.000000
HP:0001270,1.000000
HP:0000648,1.000000
HP:0032792,1.000000
HP:0100710,1.000000
HP:0002372,1.000000
HP:0001310,1.000000
HP:0012547,1.000000
HP:0002361,1.000000
HP:0007334,1.000000
HP:0011443,1.000000
HP:0025162,1.000000
HP:0002521,1.000000
HP:0003623,1.000000
HP:0000486,1.000000
HP:0002373,1.000000
HP:0012444,1.000000
HP:0000504,1.000000
HP:0001561,1.000000
HP:0002266,1.000000
HP:0007018,1.000000
HP:0001298,1.000000
HP:0000646,1.000000
HP:0000729,1.000000
HP:0025312,1.000000
HP:0002317,1.000000
HP:0000494,1.000000
HP:0010841,1.000000
HP:0011167,1.000000
HP:0000609,1.000000
HP:0001257,1.000000
HP:0032823,1.000000
HP:0010844,1.000000
HP:0000750,1.000000
HP:0002063,1.000000
HP:0002133,1.000000
HP:0002509,1.000000
HP:0002421,1.000000
HP:0011097,1.000000
HP:0000668,1.000000
HP:0100660,1.000000
HP:0032678,1.000000
HP:0032807,1.000000
HP:0032755,1.000000
HP:0003593,1.000000
HP:0001272,1.000000
HP:0001508,1.000000
HP:0010850,1.000000
HP:0410263,1.000000
HP:0004322,1.000000
HP:0000253,1.000000
HP:0001260,1.000000
HP:0001249,1.000000
HP:0002020,1.000000
HP:0002384,1.000000
HP:0001251,1.000000
HP:0000546,1.000000
HP:0000708,1.000000
HP:0011968,1.000000
HP:0033258,1.000000
HP:0002069,1.000000
HP:0001337,1.000000
HP:0000639,1.000000
HP:0010818,1.000000
HP:0001332,1.000000
HP:0001268,1.000000
HP:0002121,1.000000
HP:0001288,1.000000
HP:0001252,1.000000
HP:0000006,1.000000
