hpo_id,score
HP:0010984,1.000000
HP:0031137,1.000000
HP:0000952,1.000000
HP:0001000,1.000000
HP:0032106,1.000000
HP:0031811,1.000000
HP:0010473,1.000000
HP:0000989,1.000000
HP:0012379,1.000000
HP:0001046,1.000000
HP:0002904,1.000000
HP:0000924,1.000000
HP:0002908,1.000000
HP:0003687,1.000000
HP:0007210,1.000000
HP:0003738,1.000000
HP:0011463,1.000000
HP:0002093,1.000000
HP:0030099,1.000000
HP:0003621,1.000000
HP:0100297,1.000000
HP:0003155,1.000000
HP:0003326,1.000000
HP:0025168,1.000000
HP:0001265,1.000000
HP:0003593,1.000000
HP:0410263,1.000000
HP:0004379,1.000000
HP:0003327,1.000000
HP:0003596,1.000000
HP:0003236,1.000000
HP:0008981,1.000000
HP:0012240,1.000000
HP:0031964,1.000000
HP:0000007,1.000000
HP:0410174,1.000000
HP:0010602,1.000000
HP:0001284,1.000000
HP:0003701,1.000000
HP:0001315,1.000000
HP:0031956,1.000000
HP:0002015,1.000000
HP:0009129,1.000000
HP:0040081,1.000000
HP:0002747,1.000000
HP:0002098,1.000000
HP:0004887,1.000000
HP:0002505,1.000000
HP:0003803,1.000000
