gene_id,hpo_id
SCN5A,HP:0001962
SCN5A,HP:0002018
SCN5A,HP:0002027
SCN5A,HP:0002047
SCN5A,HP:0002094
SCN5A,HP:0002140
SCN5A,HP:0002301
SCN5A,HP:0002315
SCN5A,HP:0002321
SCN5A,HP:0002381
SCN5A,HP:0002875
SCN5A,HP:0002900
SCN5A,HP:0003198
SCN5A,HP:0003202
SCN5A,HP:0003457
SCN5A,HP:0003546
SCN5A,HP:0003560
SCN5A,HP:0003577
SCN5A,HP:0003581
SCN5A,HP:0003596
SCN5A,HP:0003621
SCN5A,HP:0004308
SCN5A,HP:0004749
SCN5A,HP:0004751
SCN5A,HP:0004754
SCN5A,HP:0004755
SCN5A,HP:0004756
SCN5A,HP:0004757
SCN5A,HP:0005110
SCN5A,HP:0005133
SCN5A,HP:0005135
SCN5A,HP:0005155
SCN5A,HP:0005170
SCN5A,HP:0005172
SCN5A,HP:0005180
SCN5A,HP:0005184
SCN5A,HP:0005949
SCN5A,HP:0006673
SCN5A,HP:0006682
SCN5A,HP:0006699
SCN5A,HP:0011462
SCN5A,HP:0011463
SCN5A,HP:0011675
SCN5A,HP:0011688
SCN5A,HP:0011704
SCN5A,HP:0011705
SCN5A,HP:0011707
SCN5A,HP:0011710
SCN5A,HP:0011711
SCN5A,HP:0011712
SCN5A,HP:0011713
SCN5A,HP:0011715
SCN5A,HP:0011841
SCN5A,HP:0012248
SCN5A,HP:0012251
SCN5A,HP:0012332
SCN5A,HP:0012378
SCN5A,HP:0012664
SCN5A,HP:0012722
SCN5A,HP:0012764
SCN5A,HP:0025169
SCN5A,HP:0025478
SCN5A,HP:0030682
SCN5A,HP:0030973
SCN5A,HP:0031295
SCN5A,HP:0031546
SCN5A,HP:0031595
SCN5A,HP:0033122
SCN5A,HP:0034198
SCN5A,HP:0100578
SCN5A,HP:0100749
SCN5A,HP:0410174
SCN5A,HP:0500018
SCN8A,HP:0000006
SCN8A,HP:0000252
SCN8A,HP:0000253
SCN8A,HP:0000348
SCN8A,HP:0000486
SCN8A,HP:0000494
SCN8A,HP:0000504
SCN8A,HP:0000508
SCN8A,HP:0000546
SCN8A,HP:0000609
SCN8A,HP:0000639
SCN8A,HP:0000640
SCN8A,HP:0000646
SCN8A,HP:0000648
SCN8A,HP:0000668
SCN8A,HP:0000708
SCN8A,HP:0000717
SCN8A,HP:0000722
SCN8A,HP:0000729
SCN8A,HP:0000750
SCN8A,HP:0000961
SCN8A,HP:0001249
SCN8A,HP:0001250
SCN8A,HP:0001251
SCN8A,HP:0001252
SCN8A,HP:0001257
SCN8A,HP:0001260
SCN8A,HP:0001263
SCN8A,HP:0001265
SCN8A,HP:0001266
SCN8A,HP:0001268
SCN8A,HP:0001270
SCN8A,HP:0001272
SCN8A,HP:0001273
SCN8A,HP:0001276
SCN8A,HP:0001288
SCN8A,HP:0001290
SCN8A,HP:0001298
SCN8A,HP:0001310
SCN8A,HP:0001315
SCN8A,HP:0001332
SCN8A,HP:0001336
SCN8A,HP:0001337
SCN8A,HP:0001508
SCN8A,HP:0001558
SCN8A,HP:0001561
SCN8A,HP:0002020
SCN8A,HP:0002059
SCN8A,HP:0002063
SCN8A,HP:0002066
SCN8A,HP:0002069
SCN8A,HP:0002072
SCN8A,HP:0002104
SCN8A,HP:0002121
SCN8A,HP:0002133
SCN8A,HP:0002266
SCN8A,HP:0002305
SCN8A,HP:0002317
SCN8A,HP:0002361
SCN8A,HP:0002372
SCN8A,HP:0002373
SCN8A,HP:0002376
SCN8A,HP:0002384
SCN8A,HP:0002421
SCN8A,HP:0002509
SCN8A,HP:0002521
SCN8A,HP:0003577
SCN8A,HP:0003593
SCN8A,HP:0003623
SCN8A,HP:0003680
SCN8A,HP:0004305
SCN8A,HP:0004322
SCN8A,HP:0006813
SCN8A,HP:0007018
SCN8A,HP:0007166
SCN8A,HP:0007334
SCN8A,HP:0007359
SCN8A,HP:0010818
SCN8A,HP:0010841
SCN8A,HP:0010844
SCN8A,HP:0010850
SCN8A,HP:0011097
SCN8A,HP:0011153
SCN8A,HP:0011167
SCN8A,HP:0011169
SCN8A,HP:0011171
SCN8A,HP:0011172
SCN8A,HP:0011182
SCN8A,HP:0011443
SCN8A,HP:0011463
SCN8A,HP:0011968
SCN8A,HP:0012002
SCN8A,HP:0012444
SCN8A,HP:0012447
SCN8A,HP:0012547
SCN8A,HP:0020221
SCN8A,HP:0025162
SCN8A,HP:0025312
SCN8A,HP:0031936
SCN8A,HP:0032678
SCN8A,HP:0032755
SCN8A,HP:0032792
SCN8A,HP:0032807
SCN8A,HP:0032823
SCN8A,HP:0032906
SCN8A,HP:0033258
SCN8A,HP:0045084
SCN8A,HP:0100660
SCN8A,HP:0100710
SCN8A,HP:0200134
SCN8A,HP:0410263
SCN9A,HP:0000006
SCN9A,HP:0000007
SCN9A,HP:0000020
SCN9A,HP:0000217
SCN9A,HP:0000224
SCN9A,HP:0000458
SCN9A,HP:0000466
SCN9A,HP:0000622
SCN9A,HP:0000632
SCN9A,HP:0000729
SCN9A,HP:0000736
SCN9A,HP:0000739
SCN9A,HP:0000762
SCN9A,HP:0000966
SCN9A,HP:0000970
SCN9A,HP:0000975
SCN9A,HP:0000980
SCN9A,HP:0000989
SCN9A,HP:0001069
SCN9A,HP:0001097
SCN9A,HP:0001182
SCN9A,HP:0001249
SCN9A,HP:0001250
SCN9A,HP:0001251
SCN9A,HP:0001252
SCN9A,HP:0001265
SCN9A,HP:0001284
SCN9A,HP:0001290
SCN9A,HP:0001300
SCN9A,HP:0001327
SCN9A,HP:0001336
SCN9A,HP:0001337
SCN9A,HP:0001649
SCN9A,HP:0001662
SCN9A,HP:0001763
SCN9A,HP:0001810
SCN9A,HP:0001818
SCN9A,HP:0001842
SCN9A,HP:0001872
SCN9A,HP:0001909
SCN9A,HP:0001939
SCN9A,HP:0001962
SCN9A,HP:0002014
SCN9A,HP:0002019
SCN9A,HP:0002020
SCN9A,HP:0002045
SCN9A,HP:0002063
SCN9A,HP:0002067
SCN9A,HP:0002069
SCN9A,HP:0002121
SCN9A,HP:0002123
SCN9A,HP:0002133
SCN9A,HP:0002197
SCN9A,HP:0002205
SCN9A,HP:0002283
SCN9A,HP:0002307
SCN9A,HP:0002311
SCN9A,HP:0002345
SCN9A,HP:0002349
SCN9A,HP:0002373
SCN9A,HP:0002376
SCN9A,HP:0002384
SCN9A,HP:0002396
SCN9A,HP:0002539
SCN9A,HP:0002633
SCN9A,HP:0002645
SCN9A,HP:0002661
SCN9A,HP:0002797
SCN9A,HP:0002815
SCN9A,HP:0002936
SCN9A,HP:0003028
SCN9A,HP:0003066
SCN9A,HP:0003103
SCN9A,HP:0003202
SCN9A,HP:0003272
SCN9A,HP:0003307
SCN9A,HP:0003326
SCN9A,HP:0003380
SCN9A,HP:0003401
SCN9A,HP:0003448
SCN9A,HP:0003577
SCN9A,HP:0003593
SCN9A,HP:0003621
SCN9A,HP:0003623
SCN9A,HP:0003677
SCN9A,HP:0004349
SCN9A,HP:0004409
SCN9A,HP:0004684
SCN9A,HP:0005930
SCN9A,HP:0006121
SCN9A,HP:0006813
SCN9A,HP:0007010
SCN9A,HP:0007021
SCN9A,HP:0007058
SCN9A,HP:0007207
SCN9A,HP:0007240
SCN9A,HP:0007270
SCN9A,HP:0007328
SCN9A,HP:0007359
SCN9A,HP:0007460
SCN9A,HP:0008000
SCN9A,HP:0008081
SCN9A,HP:0008391
SCN9A,HP:0008770
SCN9A,HP:0008872
SCN9A,HP:0008947
SCN9A,HP:0009771
SCN9A,HP:0009830
SCN9A,HP:0010741
SCN9A,HP:0010783
SCN9A,HP:0010818
SCN9A,HP:0010819
SCN9A,HP:0010829
SCN9A,HP:0010830
SCN9A,HP:0010831
SCN9A,HP:0010841
SCN9A,HP:0010850
SCN9A,HP:0011151
SCN9A,HP:0011169
SCN9A,HP:0011172
SCN9A,HP:0011182
SCN9A,HP:0011185
SCN9A,HP:0011198
SCN9A,HP:0011468
SCN9A,HP:0012332
SCN9A,HP:0012531
SCN9A,HP:0012533
SCN9A,HP:0012534
SCN9A,HP:0012847
SCN9A,HP:0025101
SCN9A,HP:0031284
SCN9A,HP:0031417
SCN9A,HP:0031475
SCN9A,HP:0032147
SCN9A,HP:0040129
SCN9A,HP:0040264
SCN9A,HP:0100543
SCN9A,HP:0100694
SCN9A,HP:0100710
SCN9A,HP:0200025
SCN9A,HP:0200026
SCN9A,HP:0200048
SCN9A,HP:0200101
SCN9A,HP:0500005
SLCO1B1,HP:0000924
SLCO1B1,HP:0000952
SLCO1B1,HP:0000989
SLCO1B1,HP:0001000
SLCO1B1,HP:0001046
SLCO1B1,HP:0002904
SLCO1B1,HP:0002908
SLCO1B1,HP:0010473
SLCO1B1,HP:0010984
SLCO1B1,HP:0012379
SLCO1B1,HP:0031137
SLCO1B1,HP:0031811
SLCO1B1,HP:0032106
SLCO1B1,HP:0003326
SLCO1B1,HP:0003198
HLA-B,HP:0016266
HLA-B,HP:0005558
SLCO1B1,HP:0003236
